% Model:              IceShelf2D_forward.mph
% Version:            COMSOL 6.1.0.282
% Date:               Apr 8 2025, 10:43
% Dimension:          2
% Nodes:              100000
% Expressions:        4
% Description:        Dependent variable u, Dependent variable v, Dependent variable H, given viscosity
% Length unit:        m
% x                       y                        u (m/s)                  v (m/s)                  H (m)                    nu (Pa*s)
36900                     40700                    3.583275632489877E-5     1.326648082890607E-6     277.70189609166454       3.29935963541411E13
37100                     40700                    3.590407570452459E-5     1.3292258916634876E-6    277.1483012582504        3.302710940274869E13
37300                     40700                    3.597554617659799E-5     1.331809725445351E-6     276.5952081537564        3.306062245135625E13
37500                     40700                    3.604716854998335E-5     1.3343988637743415E-6    276.0432263064031        3.3094135499963805E13
37700                     40700                    3.611894391776092E-5     1.3369923351332778E-6    275.4914487201025        3.3127648548571363E13
37900                     40700                    3.619087333131886E-5     1.3395891949493471E-6    274.9407892862778        3.316116159717892E13
38100                     40700                    3.626295753370569E-5     1.342188777219134E-6     274.39064369495514       3.3194674645786445E13
38300                     40700                    3.63351976663683E-5      1.344790051588981E-6     273.84101442848475       3.322818769439404E13
38500                     40700                    3.640759442386287E-5     1.3473923863010411E-6    273.2925145110495        3.32617007430016E13
38700                     40700                    3.6480148743592594E-5    1.3499949312584439E-6    272.7442321257039        3.329521379160916E13
38900                     40700                    3.655286152455895E-5     1.3525968610053064E-6    272.1970863870002        3.332872684021672E13
39100                     40700                    3.66257334011833E-5      1.3551975948529166E-6    271.65046974526615       3.3362239888824273E13
39300                     40700                    3.6698765345450454E-5    1.3577962358060848E-6    271.1043851369741        3.33957529374318E13
39500                     40700                    3.677195794710975E-5     1.3603922347504904E-6    270.5594484879628        3.3429265986039395E13
39700                     40700                    3.6845312000714446E-5    1.3629848546641615E-6    270.0147439165308        3.346277903464692E13
39900                     40700                    3.6918828265245514E-5    1.3655733809970851E-6    269.4711948846689        3.3496292083254504E13
40100                     40700                    3.699250727523033E-5     1.3681573124678955E-6    268.92819111312224       3.3529805131862035E13
40300                     40700                    3.706634984663384E-5     1.3707358761978465E-6    268.3857359195574        3.3563318180469594E13
40500                     40700                    3.714035647259766E-5     1.3733085999911202E-6    267.844447597906         3.359683122907718E13
40700                     40700                    3.721452781588794E-5     1.3758748520500542E-6    267.3034069224399        3.3630344277684742E13
40900                     40700                    3.7288864506124354E-5    1.3784340210675656E-6    266.76354091357786       3.3663857326292266E13
41100                     40700                    3.736336698546394E-5     1.3809856796797239E-6    266.22423704909903       3.369737037489986E13
41300                     40700                    3.743803592542729E-5     1.38352917059278E-6      265.6854989805025        3.373088342350742E13
41500                     40700                    3.751287172960611E-5     1.3860640932804025E-6    265.14794689556896       3.3764396472114938E13
41700                     40700                    3.7587874938498745E-5    1.3885899140036333E-6    264.61065890154174       3.3797909520722504E13
41900.00000000001         40700                    3.766304606153353E-5     1.3911061177646926E-6    264.07456487293535       3.3831422569330062E13
42100                     40700                    3.773838545496785E-5     1.3936123461732195E-6    263.5390505015333        3.386493561793765E13
42300.00000000001         40700                    3.781389365583333E-5     1.3961080498969481E-6    263.0041197450921        3.3898448666545176E13
42500                     40700                    3.788957098424209E-5     1.3985928954260076E-6    262.470394267024         3.3931961715152766E13
42699.99999999999         40700                    3.796541786661187E-5     1.401066440763456E-6     261.93695013362486       3.396547476376032E13
42900                     40700                    3.804143470007042E-5     1.4035282611740957E-6    261.40471944914543       3.399898781236788E13
43099.99999999999         40700                    3.81176217605444E-5      1.4059780629564207E-6    260.8730865413072        3.403250086097544E13
43300                     40700                    3.819397945915078E-5     1.4084153981993194E-6    260.34205565992517       3.4066013909582992E13
43500                     40700                    3.827050803775449E-5     1.4108399964600447E-6    259.812249576412         3.4099526958190562E13
43700                     40700                    3.83472078157553E-5      1.4132515021649793E-6    259.28274288598453       3.4133040006798117E13
43900                     40700                    3.842407908479733E-5     1.4156495758267499E-6    258.7544693705209        3.4166553055405676E13
44100                     40700                    3.850112204529339E-5     1.4180339849125637E-6    258.2268123765137        3.4200066104013195E13
44300                     40700                    3.85783369898756E-5      1.4204043776409512E-6    257.699776438291         3.423357915262079E13
44500                     40700                    3.865572408670565E-5     1.4227605434938294E-6    257.173985110705         3.4267092201228348E13
44700                     40700                    3.873328355430962E-5     1.4251022091447575E-6    256.64851202887445       3.4300605249835906E13
44900                     40700                    3.8811015584799346E-5    1.427429116514461E-6     256.1242921618898        3.433411829844347E13
45100                     40700                    3.8888920307288545E-5    1.4297410915886715E-6    255.60070821660653       3.436763134705102E13
45300                     40700                    3.896699790245083E-5     1.4320378748405652E-6    255.0777650044438        3.4401144395658582E13
45500                     40700                    3.9045248468752093E-5    1.4343193134473889E-6    254.5560865731058        3.443465744426614E13
45700                     40700                    3.91236721292831E-5      1.4365852134465462E-6    254.03474605020628       3.4468170492873664E13
45900                     40700                    3.920226898192276E-5     1.4388353956537445E-6    253.51467915065194       3.4501683541481254E13
46100                     40700                    3.9281039088255126E-5    1.4410697429054998E-6    252.99526824223773       3.453519659008878E13
46300                     40700                    3.935998252286855E-5     1.4432880856530955E-6    252.47651840049326       3.4568709638696367E13
46500                     40700                    3.943909931816419E-5     1.4454903275697967E-6    251.95905389954112       3.4602222687303895E13
46700                     40700                    3.951838950675347E-5     1.4476763526328777E-6    251.4419477575405        3.4635735735911492E13
46900.00000000001         40700                    3.959785309715693E-5     1.4498460595373217E-6    250.9261360292824        3.466924878451905E13
47100                     40700                    3.967749008691932E-5     1.4519993874128176E-6    250.4110010058177        3.470276183312657E13
47300.00000000001         40700                    3.975730045003316E-5     1.4541362562194391E-6    249.89654800404767       3.4736274881734113E13
47500                     40700                    3.983728415626189E-5     1.4562566260930831E-6    249.3834012728444        3.4769787930341723E13
47699.99999999999         40700                    3.9917441152452877E-5    1.4583604591803557E-6    248.87063407127528       3.480330097894928E13
47900                     40700                    3.9997771362466194E-5    1.4604477327395046E-6    248.3591824107025        3.4836814027556836E13
48099.99999999999         40700                    4.00782747232008E-5      1.4625184428972327E-6    247.84842873454542       3.4870327076164395E13
48300                     40700                    4.015895111345489E-5     1.4645726007104146E-6    247.33837856636373       3.490384012477192E13
48500                     40700                    4.023980044376806E-5     1.4666102240744803E-6    246.82965588518368       3.4937353173379516E13
48700                     40700                    4.0320822579967507E-5    1.4686313554232036E-6    246.32133450262052       3.4970866221987066E13
48900                     40700                    4.0402017366050584E-5    1.4706360532093577E-6    245.81435001551287       3.500437927059463E13
49100                     40700                    4.0483384681772044E-5    1.4726243727074345E-6    245.30808522225692       3.5037892319202188E13
49300                     40700                    4.05649243163832E-5      1.4745964200250596E-6    244.80254580640414       3.507140536780975E13
49500                     40700                    4.064663612481708E-5     1.4765522736485113E-6    244.2983552347954        3.5104918416417312E13
49700                     40700                    4.072851989695822E-5     1.47849206059679E-6      243.79458815419358       3.5138431465024832E13
49900                     40700                    4.0810575402156536E-5    1.480415925405995E-6     243.29217938168108       3.5171944513632426E13
50100                     40700                    4.089280246686591E-5     1.4823239863283864E-6    242.79051225404632       3.5205457562239945E13
50300                     40700                    4.097520079706905E-5     1.4842164512309175E-6    242.28959255839          3.523897061084754E13
50500                     40700                    4.105777019616295E-5     1.4860934638146665E-6    241.79004300824542       3.527248365945509E13
50700                     40700                    4.114051038385509E-5     1.4879552425314954E-6    241.29093934775452       3.530599670806262E13
50900                     40700                    4.1223421060849105E-5    1.4898020255419687E-6    240.79321525376443       3.533950975667021E13
51100                     40700                    4.130650200475717E-5     1.4916339998809914E-6    240.29625477233515       3.537302280527774E13
51300                     40700                    4.1389752845652E-5       1.4934514851346656E-6    239.80006373180817       3.540653585388533E13
51500                     40700                    4.147317334021242E-5     1.4952546969664293E-6    239.3052638556805        3.544004890249289E13
51700                     40700                    4.155676314483897E-5     1.497043955131846E-6     238.81093223320747       3.5473561951100445E13
51900.00000000001         40700                    4.164052189881188E-5     1.4988196021177955E-6    238.31800105011527       3.550707499970801E13
52100                     40700                    4.1724449336299135E-5    1.5005819019026247E-6    237.82585522454852       3.554058804831556E13
52300.00000000001         40700                    4.1808545020436534E-5    1.5023312996442212E-6    237.33450056283093       3.5574101096923125E13
52500                     40700                    4.189280866709866E-5     1.5040680922681427E-6    236.84455757393616       3.560761414553068E13
52699.99999999999         40700                    4.197723987784919E-5     1.5057927143418226E-6    236.3551049264592        3.5641127194138234E13
52900                     40700                    4.206183823950795E-5     1.50750562720164E-6      235.86707298372284       3.56746402427458E13
53099.99999999999         40700                    4.214660344952179E-5     1.5092071827821056E-6    235.37984769339997       3.570815329135335E13
53300                     40700                    4.223153501531384E-5     1.510897970395239E-6     234.8934347807285        3.574166633996091E13
53500                     40700                    4.231663261938123E-5     1.512578380640033E-6     234.40845333619558       3.577517938856847E13
53700                     40700                    4.240189581911504E-5     1.5142489808448519E-6    233.9239838263633        3.580869243717603E13
53900                     40700                    4.24873241602012E-5      1.5159103704069806E-6    233.44095449975515       3.5842205485783586E13
54100                     40700                    4.257291731187371E-5     1.517563003731633E-6     232.95875247559155       3.587571853439114E13
54300                     40700                    4.2658674740084366E-5    1.5192076386968728E-6    232.47738334706816       3.590923158299867E13
54500                     40700                    4.274459610339718E-5     1.5208447758370348E-6    231.99746463038122       3.594274463160623E13
54700                     40700                    4.283068092859761E-5     1.5224751386897148E-6    231.51807877172973       3.597625768021381E13
54900                     40700                    4.291692873467168E-5     1.5240994897547715E-6    231.04015165627285       3.600977072882138E13
55100                     40700                    4.3003339173497795E-5    1.525718404788283E-6     230.56307172286768       3.604328377742891E13
55300                     40700                    4.308991168773097E-5     1.5273328419338674E-6    230.08684439329886       3.60767968260365E13
55500                     40700                    4.3176645924053876E-5    1.5289434327464635E-6    229.61208546992145       3.6110309874644055E13
55700                     40700                    4.326354139598067E-5     1.5305510873297316E-6    229.13787954122282       3.6143822923251555E13
55900                     40700                    4.33505976142415E-5      1.5321567636860246E-6    228.66514999192015       3.617733597185917E13
56100                     40700                    4.34378142272093E-5      1.5337611833067366E-6    228.19328663712173       3.621084902046673E13
56300                     40700                    4.3525190677449633E-5    1.5353655455293863E-6    227.72229469799322       3.624436206907428E13
56500                     40700                    4.361272661516604E-5     1.5369706401565587E-6    227.25278828154586       3.627787511768184E13
56700                     40700                    4.370042156269693E-5     1.5385776029982667E-6    226.78385414947536       3.631138816628937E13
56900.00000000001         40700                    4.378827504601268E-5     1.5401876293441315E-6    226.31641307432196       3.634490121489696E13
57100                     40700                    4.3876286727652754E-5    1.541801617860646E-6     225.84985639331873       3.6378414263504516E13
57300.00000000001         40700                    4.3964456079624406E-5    1.5434210618484845E-6    225.38418910829444       3.641192731211208E13
57500                     40700                    4.405278277519752E-5     1.5450469444600931E-6    224.92002356081744       3.644544036071963E13
57699.99999999999         40700                    4.414126637362334E-5     1.5466806776711252E-6    224.45644873850011       3.6478953409327195E13
57900                     40700                    4.422990644593702E-5     1.548323747993189E-6     223.99438294509017       3.651246645793475E13
58099.99999999999         40700                    4.4318702691186154E-5    1.5499772718068192E-6    223.53321889269716       3.654597950654231E13
58300                     40700                    4.4407654648175584E-5    1.5516431044917136E-6    223.07296134822894       3.657949255514987E13
58500                     40700                    4.449676203798174E-5     1.553322467929519E-6     222.61422118677484       3.661300560375739E13
58700                     40700                    4.458602449216254E-5     1.5550171154365437E-6    222.15608936755916       3.664651865236495E13
58900                     40700                    4.467544166432283E-5     1.5567288945088153E-6    221.69948181868634       3.668003170097255E13
59100                     40700                    4.476501331816003E-5     1.5584591917050561E-6    221.24379271917556       3.67135447495801E13
59300                     40700                    4.485473910613796E-5     1.5602103127097923E-6    220.78902658270155       3.674705779818766E13
59500                     40700                    4.494461882804339E-5     1.5619837769528393E-6    220.33579286787176       3.678057084679519E13
59700                     40700                    4.503465223200897E-5     1.5637817636054447E-6    219.8831843253566        3.681408389540274E13
59900                     40700                    4.512483910099702E-5     1.5656065717977268E-6    219.4321150009776        3.684759694401033E13
60100                     40700                    4.521517929829031E-5     1.5674599263978566E-6    218.98198012790218       3.688110999261789E13
60300                     40700                    4.530567264814006E-5     1.5693446981463977E-6    218.5327839377818        3.691462304122545E13
60500                     40700                    4.5396319067354396E-5    1.5712627806714853E-6    218.0851350565384        3.6948136089833016E13
60700                     40700                    4.548711847524265E-5     1.5732168890763539E-6    217.63812738934848       3.698164913844057E13
60900                     40700                    4.55780708416175E-5      1.575209892416996E-6     217.19267349944593       3.7015162187048125E13
61100                     40700                    4.566917617227902E-5     1.5772439428232216E-6    216.74816956563924       3.704867523565565E13
61300                     40700                    4.576043453433284E-5     1.5793226260844598E-6    216.30461948399972       3.708218828426324E13
61500                     40700                    4.5851846008194345E-5    1.5814483103266285E-6    215.86263131454774       3.71157013328708E13
61700                     40700                    4.594341075068404E-5     1.5836243906595237E-6    215.421299539551         3.714921438147836E13
61900.00000000001         40700                    4.603512898798148E-5     1.5858544612228472E-6    214.98153609323737       3.7182727430085914E13
62100                     40700                    4.612700092002092E-5     1.5881412180294783E-6    214.54273739652237       3.721624047869348E13
62300.00000000001         40700                    4.6219026941885455E-5    1.5904891588432964E-6    214.10490692687992       3.724975352730103E13
62500                     40700                    4.631120735319683E-5     1.5929012581892517E-6    213.66865300647333       3.728326657590859E13
62699.99999999999         40700                    4.6403542626951865E-5    1.5953817805475445E-6    213.23306959650884       3.731677962451615E13
62900                     40700                    4.649603332753281E-5     1.5979352494214908E-6    212.7990687626827        3.735029267312367E13
63099.99999999999         40700                    4.658867990957349E-5     1.6005650582576141E-6    212.36604673431717       3.7383805721731234E13
63300                     40700                    4.668148319517385E-5     1.6032768763064474E-6    211.9340064385685        3.741731877033883E13
63500                     40700                    4.677444376727501E-5     1.6060744584593568E-6    211.50355696679713       3.745083181894635E13
63700                     40700                    4.6867562505282307E-5    1.6089631882495048E-6    211.07379067828887       3.7484344867553945E13
63900                     40700                    4.69608404046373E-5      1.6119487882863439E-6    210.64562095330484       3.75178579161615E13
64100                     40700                    4.705427824274515E-5     1.615035552050867E-6     210.21844279380764       3.755137096476906E13
64300                     40700                    4.714787737882468E-5     1.618230662919086E-6     209.79225839349627       3.758488401337662E13
64500                     40700                    4.724163874960635E-5     1.621538886020382E-6     209.3676786153491        3.761839706198414E13
64700                     40700                    4.733556373883356E-5     1.6249670535175822E-6    208.9437926275868        3.7651910110591734E13
64900                     40700                    4.742965387190075E-5     1.6285224434188503E-6    208.52151617175215       3.76854231591993E13
65100                     40700                    4.7523910320586177E-5    1.6322105166477935E-6    208.10024221971872       3.771893620780684E13
65300                     40700                    4.761833509452917E-5     1.6360404228772208E-6    207.67997197872177       3.7752449256414375E13
65500                     40700                    4.771292955504364E-5     1.6400182407551058E-6    207.26131870752042       3.778596230502193E13
65700                     40700                    4.7807695686613946E-5    1.6441526853863915E-6    206.84336684249539       3.781947535362952E13
65900                     40700                    4.7902635638389366E-5    1.6484530595856094E-6    206.4270358065899        3.785298840223705E13
66100                     40700                    4.79977510424149E-5      1.6529263434519758E-6    206.01171519423602       3.788650145084464E13
66300                     40700                    4.809304465835171E-5     1.6575842471607363E-6    205.5974049027748        3.79200144994522E13
66500                     40700                    4.818851833108985E-5     1.6624345610184571E-6    205.18472150748815       3.7953527548059766E13
66700                     40700                    4.8284174721784025E-5    1.6674884520466175E-6    204.77274283205688       3.798704059666732E13
66900                     40700                    4.838001666976548E-5     1.6727578617542437E-6    204.36239293958934       3.8020553645274875E13
67100                     40700                    4.8476046309912774E-5    1.6782517484353203E-6    203.95305697734995       3.80540666938824E13
67300                     40700                    4.857226720564269E-5     1.6839851563671486E-6    203.54473312983146       3.808757974248999E13
67500                     40700                    4.8668681709516774E-5    1.689968104464097E-6     203.13804158389823       3.812109279109755E13
67700                     40700                    4.876529317993997E-5     1.6962149483819477E-6    202.73205199138974       3.815460583970507E13
67900                     40700                    4.886210514522956E-5     1.702741060183083E-6     202.32769381503988       3.8188118888312664E13
68100                     40700                    4.895912023034339E-5     1.7095579664301622E-6    201.92434638878277       3.822163193692023E13
68300                     40700                    4.905634275324896E-5     1.7166850357390596E-6    201.5220057128542        3.825514498552778E13
68500                     40700                    4.915377552326995E-5     1.7241351741957693E-6    201.12129560387584       3.828865803413534E13
68700                     40700                    4.925142250068911E-5     1.7319268606403172E-6    200.7212762679276        3.832217108274286E13
68900                     40700                    4.9349287765012406E-5    1.74007989513886E-6      200.32288227668462       3.835568413135046E13
69100                     40700                    4.944737430930738E-5     1.748609112124318E-6     199.92548631984832       3.8389197179958016E13
69300                     40700                    4.9545686958570995E-5    1.7575394365391835E-6    199.52908169474233       3.842271022856561E13
69500                     40700                    4.96442287864221E-5      1.7668874741429966E-6    199.13429454305842       3.845622327717313E13
69700                     40700                    4.974300404463009E-5     1.776676972719879E-6     198.7401755906128        3.848973632578066E13
69900                     40700                    4.984201697839128E-5     1.7869333682631368E-6    198.34766273504007       3.852324937438825E13
70100                     40700                    4.9941270631359535E-5    1.7976756917379677E-6    197.95612166672947       3.855676242299581E13
70300                     40700                    5.004076973933891E-5     1.8089358861254554E-6    197.56554246858653       3.859027547160337E13
70500                     40700                    5.014051720286814E-5     1.8207352070152025E-6    197.17655060408825       3.862378852021092E13
70700                     40700                    5.024051688727457E-5     1.833103997372234E-6     196.78818930858765       3.8657301568818484E13
70900                     40700                    5.0340772402158356E-5    1.8460746968993081E-6    196.40139516859284       3.8690814617426E13
71100                     40700                    5.044128619980964E-5     1.8596715261903535E-6    196.01552797010115       3.872432766603359E13
71300                     40700                    5.054206176113802E-5     1.8739350426269255E-6    195.63057416809642       3.875784071464116E13
71500                     40700                    5.0643100982064734E-5    1.8888921616350095E-6    195.24715247288327       3.879135376324871E13
71700                     40700                    5.074440607930537E-5     1.9045812050169625E-6    194.86430434315864       3.882486681185628E13
71900                     40700                    5.0845978576846785E-5    1.9210429821644906E-6    194.4829560053222        3.8858379860463836E13
72100                     40700                    5.0947819193502866E-5    1.938307869331547E-6     194.1024647589124        3.889189290907139E13
72300                     40700                    5.1049928127005384E-5    1.9564265159843304E-6    193.72281322295757       3.892540595767895E13
72500                     40700                    5.1152304850114134E-5    1.97543237676518E-6      193.34460285089057       3.895891900628651E13
72700                     40700                    5.125494781130001E-5     1.9953729021163367E-6    192.96688491132394       3.899243205489406E13
72900                     40700                    5.135785406817118E-5     2.0162982807910447E-6    192.5905593274024        3.9025945103501625E13
73100                     40700                    5.146102075739101E-5     2.0382457032750592E-6    192.21498848249163       3.905945815210918E13
73300                     40700                    5.156444157493244E-5     2.061276752129118E-6     191.8401510113456        3.9092971200716734E13
73500                     40700                    5.166811135852426E-5     2.085431803785353E-6     191.46661471294973       3.912648424932426E13
73700                     40700                    5.1772021537375505E-5    2.110767789214734E-6     191.09346093518323       3.915999729793186E13
73900                     40700                    5.187616112843943E-5     2.1373442933077664E-6    190.72153692277604       3.9193510346539414E13
74100                     40700                    5.19805209548292E-5      2.165205169265241E-6     190.3502252902756        3.922702339514697E13
74300                     40700                    5.2085083562869305E-5    2.194422232275833E-6     189.979498720349         3.926053644375449E13
74500                     40700                    5.2189836001068235E-5    2.2250420988362586E-6    189.60986994751693       3.929404949236209E13
74700                     40700                    5.229475818779688E-5     2.257129761048413E-6     189.24048161746163       3.932756254096965E13
74900                     40700                    5.239982622125195E-5     2.2907522961914107E-6    188.8720850003066        3.93610755895772E13
75100                     40700                    5.2505020994133365E-5    2.325958471638728E-6     188.50411493826414       3.9394588638184766E13
75300                     40700                    5.2610307970156334E-5    2.3628267032606422E-6    188.13652504954155       3.942810168679233E13
75500                     40700                    5.271566223207667E-5     2.401407512198928E-6     187.76975756451705       3.946161473539988E13
75700                     40700                    5.2821046991356445E-5    2.441769162511291E-6     187.40305571662452       3.949512778400744E13
75900                     40700                    5.292641932503971E-5     2.4839814618935336E-6    187.03700166312842       3.9528640832615E13
76100                     40700                    5.303174614378671E-5     2.528093680632562E-6     186.67115518544125       3.9562153881222555E13
76300                     40700                    5.3136969907236923E-5    2.574182358849192E-6     186.3053992860334        3.959566692983008E13
76500                     40700                    5.324204767533015E-5     2.622298029418829E-6     185.9401297442118        3.962917997843767E13
76700                     40700                    5.3346922799255176E-5    2.672501685052504E-6     185.57471792528685       3.9662693027045234E13
76900                     40700                    5.3451526000597896E-5    2.724857441886308E-6     185.20946439512593       3.969620607565279E13
77100                     40700                    5.3555806031042656E-5    2.779407692796584E-6     184.84419447726225       3.972971912426035E13
77300                     40700                    5.365968258124557E-5     2.8362112055767718E-6    184.47867126664676       3.976323217286791E13
77500                     40700                    5.3763079466084246E-5    2.895314029256352E-6     184.11313345643995       3.979674522147547E13
77700                     40700                    5.3865926293301455E-5    2.9567531850214423E-6    183.74723999881942       3.983025827008303E13
77900                     40700                    5.3968128900532543E-5    3.0205704474167893E-6    183.38074667573377       3.986377131869054E13
78100                     40700                    5.406959624148642E-5     3.0867954260643173E-6    183.0129215040563        3.989728436729814E13
78300                     40700                    5.4170240661373796E-5    3.1554519667229203E-6    182.64729262528328       3.993079741590566E13
78500                     40700                    5.426995726168047E-5     3.226556988645775E-6     182.27926755580472       3.996431046451322E13
78700                     40700                    5.436864066943424E-5     3.300118821598585E-6     181.91075906522943       3.999782351312075E13
78900                     40700                    5.446618467705698E-5     3.3761380328262295E-6    181.54141306034842       4.0031336561728375E13
79100                     40700                    5.4562475477759586E-5    3.4546050949444697E-6    181.17117281946466       4.006484961033594E13
79300                     40700                    5.465739718585905E-5     3.5355004375152528E-6    180.79995997110012       4.0098362658943484E13
79500                     40700                    5.475082905283111E-5     3.6187931963969106E-6    180.42766462988692       4.013187570755105E13
79700                     40700                    5.484264951757054E-5     3.7044414643506866E-6    180.05420328203397       4.01653887561586E13
79900                     40700                    5.493273327968802E-5     3.7923910618878946E-6    179.67947982825115       4.019890180476617E13
100                       40900                    1.8992810933805272E-5    6.692795277433975E-8     481.5406994390931        2.6443590571143254E13
300                       40900                    1.9231298840655668E-5    1.955371783171289E-7     475.5750228309558        2.6476624413205895E13
500                       40900                    1.9461722982578934E-5    3.1722091047924833E-7    469.9447994365066        2.650965825526853E13
700.0000000000001         40900                    1.9684567532706736E-5    4.320938835522714E-7     464.64370510659927       2.654269209733116E13
900                       40900                    1.9900283925090588E-5    5.402995206405693E-7     459.62941480074846       2.6575725939393812E13
1100                      40900                    2.0109301593251302E-5    6.420087951611492E-7     454.8943883835378        2.6608759781456453E13
1300                      40900                    2.031201619713891E-5     7.37410322560644E-7      450.4085692932128        2.6641793623519086E13
1500                      40900                    2.0508801682423026E-5    8.267110301536517E-7     446.1542657878058        2.6674827465581727E13
1700.0000000000002        40900                    2.0699996862540956E-5    9.101238631714495E-7     442.11753689300656       2.6707861307644363E13
1900                      40900                    2.0885924870515487E-5    9.878747399298622E-7     438.28868989001654       2.6740895149707016E13
2100                      40900                    2.1066891346192325E-5    1.060199387376001E-6     434.6415870750672        2.677392899176964E13
2300                      40900                    2.1243179241264795E-5    1.1273411152717423E-6    431.17860328032          2.680696283383229E13
2500                      40900                    2.1415015162905627E-5    1.1895035858828264E-6    427.8740801226363        2.6839996675894945E13
2700                      40900                    2.1582681229717582E-5    1.2469633554912461E-6    424.71960674172965       2.687303051795757E13
2900                      40900                    2.174636858077222E-5     1.2999232172598975E-6    421.71604075486437       2.6906064360020207E13
3100                      40900                    2.1906285498315195E-5    1.3486123637304926E-6    418.8406611622175        2.6939098202082848E13
3300                      40900                    2.2062650166745505E-5    1.3932883621194443E-6    416.09137945375835       2.697213204414549E13
3500                      40900                    2.2215601382808823E-5    1.434122494118893E-6     413.46275426154097       2.7005165886208133E13
3700                      40900                    2.2365327281067387E-5    1.471356116124845E-6     410.9388370182934        2.703819972827077E13
3900                      40900                    2.2511983095051673E-5    1.5051990036317744E-6    408.52430442914965       2.70712335703334E13
4100                      40900                    2.2655687569411558E-5    1.5358161304652435E-6    406.2043407869749        2.710426741239604E13
4300                      40900                    2.2796603053418918E-5    1.5634413605079939E-6    403.97415036136107       2.7137301254458688E13
4500                      40900                    2.293482510857106E-5     1.5882167194934755E-6    401.83382364775645       2.7170335096521344E13
4700                      40900                    2.307048084203751E-5     1.6103349270249026E-6    399.7700484259737        2.720336893858397E13
4900                      40900                    2.3203684055201007E-5    1.6299734993368662E-6    397.78601221621665       2.723640278064661E13
5100                      40900                    2.3334514627736317E-5    1.6472589112683286E-6    395.8723716599624        2.726943662270927E13
5300                      40900                    2.3463089240837077E-5    1.6623789067637303E-6    394.02485843611066       2.730247046477189E13
5500                      40900                    2.358947652622134E-5     1.6754454406663853E-6    392.2442606190248        2.733550430683453E13
5699.999999999999         40900                    2.3713767204188767E-5    1.6866075371106886E-6    390.52063744292747       2.736853814889717E13
5900                      40900                    2.3836044906526817E-5    1.6960036405147076E-6    388.8563687710487        2.740157199095983E13
6100                      40900                    2.395636765690331E-5     1.7037300800616798E-6    387.2448601142777        2.7434605833022445E13
6300                      40900                    2.4074822010389458E-5    1.7099305461435875E-6    385.68291797509136       2.7467639675085086E13
6500                      40900                    2.419145930269453E-5     1.71469007938756E-6      384.1712578468229        2.7500673517147727E13
6700                      40900                    2.4306347733438873E-5    1.7181212064332465E-6    382.7025681620181        2.7533707359210367E13
6899.999999999999         40900                    2.4419551104340986E-5    1.7203282157163962E-6    381.2786380824459        2.7566741201273008E13
7100                      40900                    2.4531113871869822E-5    1.7213832289565129E-6    379.89465708117547       2.759977504333565E13
7300                      40900                    2.4641103097602148E-5    1.7213936382591382E-6    378.54827510529594       2.763280888539829E13
7500                      40900                    2.474955891979773E-5     1.7204227650220501E-6    377.24005764280344       2.7665842727460926E13
7700                      40900                    2.4856535002909647E-5    1.7185541992497954E-6    375.96459754691074       2.7698876569523555E13
7900                      40900                    2.4962082080860096E-5    1.7158651983509504E-6    374.7232401356189        2.7731910411586207E13
8100.000000000001         40900                    2.506623571425117E-5     1.7124090753402634E-6    373.512426482777         2.7764944253648832E13
8300                      40900                    2.516904996965624E-5     1.7082650671347712E-6    372.3304094807397        2.7797978095711484E13
8500                      40900                    2.5270557453174564E-5    1.7034797961741174E-6    371.1776317150044        2.783101193777413E13
8700                      40900                    2.537080198233672E-5     1.6981147287445269E-6    370.05004910223573       2.7864045779836758E13
8900                      40900                    2.5469825306586943E-5    1.6922265608361465E-6    368.948684398796         2.789707962189941E13
9100                      40900                    2.5567656824861967E-5    1.6858543696538427E-6    367.8708718368533        2.7930113463962047E13
9300                      40900                    2.566434148894797E-5     1.679056146940467E-6     366.81529524469215       2.7963147306024688E13
9500                      40900                    2.5759906558515403E-5    1.671865960480478E-6     365.7823107492217        2.799618114808733E13
9700                      40900                    2.5854388797259477E-5    1.6643286790113782E-6    364.76884925460877       2.802921499014997E13
9900                      40900                    2.5947823428465733E-5    1.65648561136007E-6      363.7757080300689        2.80622488322126E13
10100                     40900                    2.604023533367506E-5     1.648365198363825E-6     362.80086103206594       2.8095282674275266E13
10300                     40900                    2.6131662706770392E-5    1.640009577592313E-6     361.84330453295235       2.812831651633789E13
10500                     40900                    2.6222128797750803E-5    1.6314434580355687E-6    360.90333941690244       2.816135035840053E13
10700                     40900                    2.631166503592446E-5     1.6226993434767423E-6    359.9785944339296        2.8194384200463164E13
10900                     40900                    2.6400301649031726E-5    1.6138070840860354E-6    359.06971585305905       2.8227418042525805E13
11100.000000000002        40900                    2.6488060033023215E-5    1.6047872022863217E-6    358.17513626960425       2.8260451884588445E13
11299.999999999998        40900                    2.6574973119064994E-5    1.5956700314609338E-6    357.2940819625239        2.8293485726651082E13
11500                     40900                    2.666106100529312E-5     1.5864733111883512E-6    356.42682289635405       2.8326519568713723E13
11700                     40900                    2.6746350900718958E-5    1.5772203356215637E-6    355.5714872387495        2.8359553410776383E13
11900                     40900                    2.6830869043184944E-5    1.5679324149929737E-6    354.7286257713843        2.8392587252839008E13
12100                     40900                    2.6914634028173892E-5    1.5586241684514203E-6    353.89699979988313       2.842562109490165E13
